trial,condition,tid,ttype,final_profit,n_trades,final_inventory
95,stable,G02,GVWY,-6640.75,6377,-213
95,stable,G03,GVWY,-6616.5,6362,-190
95,stable,G04,GVWY,-6568.5,6404,-74
95,stable,Z05,ZIC,-187.0,562,312
95,stable,Z06,ZIC,-910.0,584,348
95,stable,Z07,ZIC,-665.25,559,285
95,stable,Z08,ZIC,-602.75,601,315
95,stable,Z09,ZIC,-503.25,599,301
95,stable,S10,SHVR,-5419.5,5530,-2
95,stable,S11,SHVR,-6952.25,5557,37
95,stable,S12,SHVR,-7102.0,5582,-20
95,stable,S13,SHVR,-6467.0,5516,40
95,stable,S14,SHVR,-4307.5,5464,-162
95,stable,S15,SNPR,-585.5,1238,-2
95,stable,S16,SNPR,-1018.5,1264,-14
95,stable,S17,SNPR,-1005.25,1237,-79
95,stable,S18,SNPR,-1447.5,1240,-14
95,stable,S19,SNPR,-1343.0,1254,-108
95,stable,Z20,ZIP,15203.0,3694,-340
95,stable,Z21,ZIP,21048.0,3664,-968
95,stable,Z22,ZIP,11494.0,3546,-180
95,stable,Z23,ZIP,12617.75,3519,-35
95,stable,Z24,ZIP,11861.0,3518,-164
95,stable,P25,PRSH,-564.0,1078,468
95,stable,P26,PRSH,-379.25,361,241
95,stable,P27,PRSH,-222.75,421,391
95,stable,P28,PRSH,-40.5,252,202
95,stable,P29,PRSH,-477.5,232,194
96,stable,G00,GVWY,-7963.5,6463,-191
96,stable,G01,GVWY,-7819.5,6455,-129
96,stable,G02,GVWY,-7886.0,6422,-422
96,stable,G03,GVWY,-7636.0,6410,-168
96,stable,G04,GVWY,-7041.5,6445,-423
96,stable,Z05,ZIC,590.0,530,228
96,stable,Z06,ZIC,697.0,526,244
96,stable,Z07,ZIC,815.0,526,300
96,stable,Z08,ZIC,1031.5,527,285
96,stable,Z09,ZIC,952.5,521,217
96,stable,S10,SHVR,-4447.0,5586,-18
96,stable,S11,SHVR,-4635.5,5575,-263
96,stable,S12,SHVR,-5094.5,5515,-225
96,stable,S13,SHVR,-5059.0,5600,-252
96,stable,S14,SHVR,-3551.0,5572,-66
96,stable,S15,SNPR,-1079.0,1252,-32
96,stable,S16,SNPR,-1228.0,1250,32
96,stable,S17,SNPR,-1430.5,1261,-19
96,stable,S18,SNPR,-1118.5,1245,-87
96,stable,S19,SNPR,-748.5,1259,-17
96,stable,Z20,ZIP,10234.0,3480,8
96,stable,Z21,ZIP,12695.0,3528,-436
96,stable,Z22,ZIP,10363.5,3505,-43
96,stable,Z23,ZIP,11107.5,3453,-219
96,stable,Z24,ZIP,13567.5,3633,-465
96,stable,P25,PRSH,917.0,648,294
96,stable,P26,PRSH,842.0,282,206
96,stable,P27,PRSH,1119.5,3223,901
96,stable,P28,PRSH,1482.5,1015,429
96,stable,P29,PRSH,874.0,276,224
97,stable,G00,GVWY,-8364.45,6357,-273
97,stable,G01,GVWY,-7337.4,6406,-376
97,stable,G02,GVWY,-7464.55,6413,-447
97,stable,G03,GVWY,-7966.15,6367,-331
97,stable,G04,GVWY,-7033.75,6413,-235
97,stable,Z05,ZIC,1513.9,566,206
97,stable,Z06,ZIC,1114.2,592,348
97,stable,Z07,ZIC,991.5,522,230
97,stable,Z08,ZIC,919.45,551,273
97,stable,Z09,ZIC,377.5,626,290
97,stable,S10,SHVR,-5590.3,5546,-102
97,stable,S11,SHVR,-5238.05,5503,-197
97,stable,S12,SHVR,-3739.0,5534,-180
97,stable,S13,SHVR,-4099.65,5571,-101
97,stable,S14,SHVR,-5144.6,5586,-64
97,stable,S15,SNPR,-1058.15,1223,-11
97,stable,S16,SNPR,-846.2,1236,-88
97,stable,S17,SNPR,-1051.3,1234,18
97,stable,S18,SNPR,-694.4,1212,-16
97,stable,S19,SNPR,-1013.2,1220,12
97,stable,Z20,ZIP,12855.05,3519,-463
97,stable,Z21,ZIP,11411.5,3574,-130
97,stable,Z22,ZIP,10030.3,3412,-98
97,stable,Z23,ZIP,9829.2,3466,-152
97,stable,Z24,ZIP,12065.35,3491,-161
97,stable,P25,PRSH,2552.0,2734,860
97,stable,P26,PRSH,756.15,235,171
97,stable,P27,PRSH,1021.4,394,356
97,stable,P28,PRSH,729.35,257,219
97,stable,P29,PRSH,1095.35,385,339
98,stable,G00,GVWY,-13259.0,6381,-435
98,stable,G01,GVWY,-12453.0,6357,-241
98,stable,G02,GVWY,-11049.0,6411,-255
98,stable,G03,GVWY,-10075.0,6382,-174
98,stable,G04,GVWY,-10043.0,6353,-179
98,stable,Z05,ZIC,5416.0,559,307
98,stable,Z06,ZIC,5897.0,610,310
98,stable,Z07,ZIC,5498.0,551,275
98,stable,Z08,ZIC,5548.0,541,303
98,stable,Z09,ZIC,4677.0,614,258
98,stable,S10,SHVR,-7357.0,5555,-63
98,stable,S11,SHVR,-6677.0,5506,-172
98,stable,S12,SHVR,-7421.0,5565,-143
98,stable,S13,SHVR,-5610.0,5632,84
98,stable,S14,SHVR,-4997.0,5590,8
98,stable,S15,SNPR,-2020.0,1261,-75
98,stable,S16,SNPR,-1416.0,1241,-17
98,stable,S17,SNPR,-1801.0,1224,-88
98,stable,S18,SNPR,-2592.0,1240,-78
98,stable,S19,SNPR,-2474.0,1229,-93
98,stable,Z20,ZIP,9421.0,3566,-108
98,stable,Z21,ZIP,6505.0,3493,-389
98,stable,Z22,ZIP,9371.0,3515,-215
98,stable,Z23,ZIP,8278.0,3462,-284
98,stable,Z24,ZIP,11007.0,3492,-10
98,stable,P25,PRSH,5291.0,501,263
98,stable,P26,PRSH,7576.0,875,413
98,stable,P27,PRSH,4106.0,268,196
98,stable,P28,PRSH,6231.0,656,316
98,stable,P29,PRSH,4381.0,276,228
99,stable,G00,GVWY,-8583.8,6438,-124
99,stable,G01,GVWY,-6784.1,6438,-338
99,stable,G02,GVWY,-8230.1,6398,-458
99,stable,G03,GVWY,-8985.25,6465,-365
99,stable,G04,GVWY,-7746.35,6423,-543
99,stable,Z05,ZIC,1286.35,595,263
99,stable,Z06,ZIC,1004.4,520,312
99,stable,Z07,ZIC,1393.1,550,258
99,stable,Z08,ZIC,1417.55,553,339
99,stable,Z09,ZIC,1508.25,535,245
99,stable,S10,SHVR,-5401.85,5661,-73
99,stable,S11,SHVR,-5784.45,5567,-141
99,stable,S12,SHVR,-4464.55,5607,41
99,stable,S13,SHVR,-5365.15,5555,73
99,stable,S14,SHVR,-5178.9,5628,-202
99,stable,S15,SNPR,-987.3,1246,-14
99,stable,S16,SNPR,-722.0,1252,0
99,stable,S17,SNPR,-1178.25,1243,-25
99,stable,S18,SNPR,-1019.3,1244,-54
99,stable,S19,SNPR,-661.65,1247,23
99,stable,Z20,ZIP,10135.25,3585,-155
99,stable,Z21,ZIP,10666.95,3615,-289
99,stable,Z22,ZIP,12312.5,3582,-430
99,stable,Z23,ZIP,12774.3,3624,-526
99,stable,Z24,ZIP,10134.85,3507,-67
99,stable,P25,PRSH,1128.25,669,285
99,stable,P26,PRSH,1135.4,228,192
99,stable,P27,PRSH,1424.55,867,459
99,stable,P28,PRSH,1971.55,843,439
99,stable,P29,PRSH,3457.75,3651,835
100,stable,G00,GVWY,-6241.0,6446,-332
100,stable,G01,GVWY,-6814.5,6440,-338
100,stable,G02,GVWY,-6674.0,6418,-268
100,stable,G03,GVWY,-6825.5,6466,-298
100,stable,G04,GVWY,-6677.0,6380,-396
100,stable,Z05,ZIC,466.25,543,285
100,stable,Z06,ZIC,789.25,543,233
100,stable,Z07,ZIC,794.5,532,222
100,stable,Z08,ZIC,707.0,504,208
100,stable,Z09,ZIC,772.0,568,228
100,stable,S10,SHVR,-4976.5,5652,-230
100,stable,S11,SHVR,-3863.25,5621,-33
100,stable,S12,SHVR,-5006.25,5563,-141
100,stable,S13,SHVR,-5165.0,5632,-48
100,stable,S14,SHVR,-4872.75,5617,-191
100,stable,S15,SNPR,-1497.0,1250,24
100,stable,S16,SNPR,-983.0,1236,-12
100,stable,S17,SNPR,-731.75,1249,-3
100,stable,S18,SNPR,-687.5,1248,2
100,stable,S19,SNPR,-912.0,1258,-52
100,stable,Z20,ZIP,15142.75,3729,-813
100,stable,Z21,ZIP,10538.5,3442,-126
100,stable,Z22,ZIP,10964.5,3562,-122
100,stable,Z23,ZIP,9497.5,3618,-218
100,stable,Z24,ZIP,9878.5,3576,-70
100,stable,P25,PRSH,1032.75,3669,671
100,stable,P26,PRSH,55.75,2029,711
100,stable,P27,PRSH,440.75,223,179
100,stable,P28,PRSH,453.25,991,461
100,stable,P29,PRSH,842.0,822,352
101,stable,G00,GVWY,-9681.1,6382,-282
101,stable,G01,GVWY,-8951.75,6343,-235
101,stable,G02,GVWY,-10569.8,6414,-356
101,stable,G03,GVWY,-8728.4,6438,-288
101,stable,G04,GVWY,-8674.55,6395,-251
101,stable,Z05,ZIC,3019.15,555,303
101,stable,Z06,ZIC,3105.1,548,282
101,stable,Z07,ZIC,3302.8,574,296
101,stable,Z08,ZIC,3073.65,563,333
101,stable,Z09,ZIC,2681.15,517,243
101,stable,S10,SHVR,-6787.4,5548,-128
101,stable,S11,SHVR,-4325.15,5579,117
101,stable,S12,SHVR,-5297.8,5588,64
101,stable,S13,SHVR,-5247.35,5579,93
101,stable,S14,SHVR,-6984.35,5535,-227
101,stable,S15,SNPR,-1415.0,1244,-40
101,stable,S16,SNPR,-1309.1,1234,-42
101,stable,S17,SNPR,-1031.7,1242,6
101,stable,S18,SNPR,-1989.9,1264,-78
101,stable,S19,SNPR,-1879.9,1252,-98
101,stable,Z20,ZIP,9441.4,3572,-212
101,stable,Z21,ZIP,6022.9,3718,-1002
101,stable,Z22,ZIP,8414.5,3582,-250
101,stable,Z23,ZIP,11450.5,3502,-190
101,stable,Z24,ZIP,8648.6,3554,-268
101,stable,P25,PRSH,2487.0,260,180
101,stable,P26,PRSH,2635.15,447,223
101,stable,P27,PRSH,5535.65,1141,513
101,stable,P28,PRSH,5414.2,978,464
101,stable,P29,PRSH,7815.55,1789,731
102,stable,G00,GVWY,-8454.45,6399,-257
102,stable,G01,GVWY,-7117.15,6385,61
102,stable,G02,GVWY,-8776.6,6414,-136
102,stable,G03,GVWY,-8574.15,6297,-79
102,stable,G04,GVWY,-9267.5,6306,-310
102,stable,Z05,ZIC,2722.75,551,275
102,stable,Z06,ZIC,2962.7,516,242
102,stable,Z07,ZIC,3000.35,537,271
102,stable,Z08,ZIC,2989.9,566,294
102,stable,Z09,ZIC,3045.75,563,275
102,stable,S10,SHVR,-6079.75,5495,-155
102,stable,S11,SHVR,-5166.15,5513,-39
102,stable,S12,SHVR,-5091.6,5482,-36
102,stable,S13,SHVR,-7047.95,5463,-227
102,stable,S14,SHVR,-5262.15,5479,81
102,stable,S15,SNPR,-1174.0,1208,-20
102,stable,S16,SNPR,-1690.4,1252,-44
102,stable,S17,SNPR,-1495.95,1249,33
102,stable,S18,SNPR,-1096.05,1229,-13
102,stable,S19,SNPR,-1529.45,1207,-77
102,stable,Z20,ZIP,12087.8,3402,-52
102,stable,Z21,ZIP,7204.45,3647,-903
102,stable,Z22,ZIP,9165.2,3550,-168
102,stable,Z23,ZIP,9147.75,3369,-125
102,stable,Z24,ZIP,9202.15,3539,-401
102,stable,P25,PRSH,2462.05,253,213
102,stable,P26,PRSH,2772.05,315,233
102,stable,P27,PRSH,5429.95,535,447
102,stable,P28,PRSH,3117.9,308,274
102,stable,P29,PRSH,2698.1,310,246
103,stable,G00,GVWY,-11445.7,6402,-386
103,stable,G01,GVWY,-10457.35,6445,-353
103,stable,G02,GVWY,-10441.25,6417,-395
103,stable,G03,GVWY,-10808.4,6404,-252
103,stable,G04,GVWY,-10234.3,6358,-534
103,stable,Z05,ZIC,3633.75,513,285
103,stable,Z06,ZIC,2628.4,516,192
103,stable,Z07,ZIC,3216.4,526,312
103,stable,Z08,ZIC,2675.9,560,262
103,stable,Z09,ZIC,2407.95,537,241
103,stable,S10,SHVR,-6256.35,5605,47
103,stable,S11,SHVR,-4656.75,5555,-45
103,stable,S12,SHVR,-5488.05,5607,-39
103,stable,S13,SHVR,-5944.25,5561,-75
103,stable,S14,SHVR,-7542.3,5618,-174
103,stable,S15,SNPR,-324.9,1256,58
103,stable,S16,SNPR,-1606.75,1255,-85
103,stable,S17,SNPR,-1254.85,1267,-3
103,stable,S18,SNPR,-1172.9,1278,-2
103,stable,S19,SNPR,-683.95,1269,-1
103,stable,Z20,ZIP,6289.45,3681,-949
103,stable,Z21,ZIP,10627.05,3485,-161
103,stable,Z22,ZIP,11139.1,3682,-62
103,stable,Z23,ZIP,10020.65,3615,-213
103,stable,Z24,ZIP,10773.6,3620,8
103,stable,P25,PRSH,5394.15,4159,457
103,stable,P26,PRSH,4687.0,800,380
103,stable,P27,PRSH,2466.05,277,199
103,stable,P28,PRSH,3768.15,659,317
103,stable,P29,PRSH,8594.7,3020,846
104,stable,G00,GVWY,-11336.4,6402,-326
104,stable,G01,GVWY,-12714.6,6436,-334
104,stable,G02,GVWY,-11638.4,6421,-331
104,stable,G03,GVWY,-11943.4,6422,-326
104,stable,G04,GVWY,-11241.0,6434,-280
104,stable,Z05,ZIC,3802.0,484,240
104,stable,Z06,ZIC,4126.4,563,281
104,stable,Z07,ZIC,3651.2,575,263
104,stable,Z08,ZIC,3343.0,550,200
104,stable,Z09,ZIC,4343.6,551,289
104,stable,S10,SHVR,-8157.0,5614,-260
104,stable,S11,SHVR,-5592.6,5636,-74
104,stable,S12,SHVR,-5851.6,5636,-4
104,stable,S13,SHVR,-4388.0,5675,-75
104,stable,S14,SHVR,-7492.8,5646,-232
104,stable,S15,SNPR,-2057.8,1248,-62
104,stable,S16,SNPR,-843.0,1248,-20
104,stable,S17,SNPR,-352.8,1222,18
104,stable,S18,SNPR,-1522.8,1239,-27
104,stable,S19,SNPR,-1505.0,1275,-55
104,stable,Z20,ZIP,8497.6,3464,-106
104,stable,Z21,ZIP,7482.6,3594,-356
104,stable,Z22,ZIP,5677.6,3777,-691
104,stable,Z23,ZIP,6491.4,3600,-404
104,stable,Z24,ZIP,6869.6,3551,-261
104,stable,P25,PRSH,5458.2,4432,398
104,stable,P26,PRSH,13307.6,2630,854
104,stable,P27,PRSH,10108.4,2664,686
104,stable,P28,PRSH,4152.0,303,245
104,stable,P29,PRSH,9329.6,1495,659
105,stable,G00,GVWY,-9071.25,6401,-379
105,stable,G01,GVWY,-9330.25,6375,-379
105,stable,G02,GVWY,-10589.0,6392,-496
105,stable,G03,GVWY,-9366.75,6431,-417
105,stable,G04,GVWY,-10541.0,6450,-324
105,stable,Z05,ZIC,2593.75,567,249
105,stable,Z06,ZIC,2447.75,513,265
105,stable,Z07,ZIC,2595.75,549,233
105,stable,Z08,ZIC,2351.0,526,220
105,stable,Z09,ZIC,2384.5,538,258
105,stable,S10,SHVR,-5526.5,5546,-70
105,stable,S11,SHVR,-4943.25,5603,-27
105,stable,S12,SHVR,-5389.25,5557,1
105,stable,S13,SHVR,-3943.0,5514,40
105,stable,S14,SHVR,-5749.5,5562,-234
105,stable,S15,SNPR,-1673.0,1226,-84
105,stable,S16,SNPR,-616.0,1212,-4
105,stable,S17,SNPR,-1230.0,1238,-40
105,stable,S18,SNPR,-1694.0,1228,-72
105,stable,S19,SNPR,-1476.25,1241,-59
105,stable,Z20,ZIP,8499.25,3591,-289
105,stable,Z21,ZIP,10814.5,3648,-154
105,stable,Z22,ZIP,9020.75,3497,-131
105,stable,Z23,ZIP,9194.25,3515,7
105,stable,Z24,ZIP,10458.0,3566,-496
105,stable,P25,PRSH,4654.5,1050,510
105,stable,P26,PRSH,3962.75,861,409
105,stable,P27,PRSH,7418.25,2441,827
105,stable,P28,PRSH,3079.5,710,330
105,stable,P29,PRSH,1920.75,239,189
106,stable,G00,GVWY,-7909.6,6416,-104
106,stable,G01,GVWY,-7174.6,6460,-74
106,stable,G02,GVWY,-7502.2,6386,-178
106,stable,G03,GVWY,-6935.8,6449,-297
106,stable,G04,GVWY,-7198.8,6402,-242
106,stable,Z05,ZIC,110.8,569,237
106,stable,Z06,ZIC,859.8,568,282
106,stable,Z07,ZIC,548.2,556,308
106,stable,Z08,ZIC,496.4,554,256
106,stable,Z09,ZIC,779.4,628,306
106,stable,S10,SHVR,-5875.4,5565,119
106,stable,S11,SHVR,-4278.4,5613,-331
106,stable,S12,SHVR,-6314.6,5601,101
106,stable,S13,SHVR,-5403.8,5579,-77
106,stable,S14,SHVR,-5001.0,5552,10
106,stable,S15,SNPR,-1021.6,1253,41
106,stable,S16,SNPR,-872.2,1256,-128
106,stable,S17,SNPR,-1505.2,1254,2
106,stable,S18,SNPR,-1055.0,1255,-5
106,stable,S19,SNPR,-1061.8,1239,3
106,stable,Z20,ZIP,11237.2,3440,-162
106,stable,Z21,ZIP,10619.8,3511,-113
106,stable,Z22,ZIP,14579.0,3604,-980
106,stable,Z23,ZIP,11907.2,3533,-287
106,stable,Z24,ZIP,14172.0,3538,-480
106,stable,P25,PRSH,367.8,287,227
106,stable,P26,PRSH,2036.4,2863,611
106,stable,P27,PRSH,807.6,268,204
106,stable,P28,PRSH,1194.0,866,400
106,stable,P29,PRSH,617.2,443,283
107,stable,G00,GVWY,-8874.6,6432,-192
107,stable,G01,GVWY,-8107.8,6424,-236
107,stable,G02,GVWY,-7494.4,6467,-403
107,stable,G03,GVWY,-8520.8,6487,-251
107,stable,G04,GVWY,-8262.0,6504,-190
107,stable,Z05,ZIC,1164.8,492,226
107,stable,Z06,ZIC,1385.4,572,298
107,stable,Z07,ZIC,1080.6,591,297
107,stable,Z08,ZIC,1048.8,527,271
107,stable,Z09,ZIC,1009.0,565,265
107,stable,S10,SHVR,-5405.4,5647,-293
107,stable,S11,SHVR,-4054.2,5635,-59
107,stable,S12,SHVR,-6350.0,5637,-5
107,stable,S13,SHVR,-5682.0,5591,95
107,stable,S14,SHVR,-5904.6,5574,58
107,stable,S15,SNPR,-981.4,1253,-33
107,stable,S16,SNPR,-1234.0,1240,-50
107,stable,S17,SNPR,-680.0,1255,-35
107,stable,S18,SNPR,-1392.6,1251,-67
107,stable,S19,SNPR,-682.6,1261,-57
107,stable,Z20,ZIP,10803.0,3568,-270
107,stable,Z21,ZIP,12527.2,3601,-551
107,stable,Z22,ZIP,11202.0,3631,-435
107,stable,Z23,ZIP,11963.6,3508,-368
107,stable,Z24,ZIP,11673.2,3556,-596
107,stable,P25,PRSH,3995.0,2688,920
107,stable,P26,PRSH,1373.6,415,247
107,stable,P27,PRSH,1574.8,736,376
107,stable,P28,PRSH,1058.2,246,204
107,stable,P29,PRSH,2527.8,2281,771
108,stable,G00,GVWY,-8686.8,6398,-292
108,stable,G01,GVWY,-10310.45,6375,-313
108,stable,G02,GVWY,-8463.2,6376,-348
108,stable,G03,GVWY,-9470.9,6414,-386
108,stable,G04,GVWY,-9261.55,6353,-307
108,stable,Z05,ZIC,2257.1,544,274
108,stable,Z06,ZIC,2240.55,557,287
108,stable,Z07,ZIC,2225.05,499,277
108,stable,Z08,ZIC,2199.95,521,243
108,stable,Z09,ZIC,1651.5,488,230
108,stable,S10,SHVR,-5827.15,5531,89
108,stable,S11,SHVR,-5482.05,5449,-117
108,stable,S12,SHVR,-5665.6,5476,36
108,stable,S13,SHVR,-5976.4,5584,-76
108,stable,S14,SHVR,-4471.75,5431,5
108,stable,S15,SNPR,-1797.6,1262,-104
108,stable,S16,SNPR,-872.5,1220,-90
108,stable,S17,SNPR,-1014.8,1236,-152
108,stable,S18,SNPR,-2150.7,1212,-38
108,stable,S19,SNPR,-1110.6,1248,36
108,stable,Z20,ZIP,11681.9,3654,-254
108,stable,Z21,ZIP,12281.85,3545,-71
108,stable,Z22,ZIP,11116.8,3662,-168
108,stable,Z23,ZIP,9672.35,3549,-281
108,stable,Z24,ZIP,12228.45,3519,-227
108,stable,P25,PRSH,2920.85,681,329
108,stable,P26,PRSH,3751.15,875,491
108,stable,P27,PRSH,2591.95,343,283
108,stable,P28,PRSH,1969.0,284,220
108,stable,P29,PRSH,2541.8,646,372
109,stable,G00,GVWY,-7749.2,6434,-414
109,stable,G01,GVWY,-8556.4,6404,-98
109,stable,G02,GVWY,-7429.6,6429,-67
109,stable,G03,GVWY,-6317.2,6402,-134
109,stable,G04,GVWY,-9313.6,6350,-252
109,stable,Z05,ZIC,1200.8,522,306
109,stable,Z06,ZIC,977.6,553,307
109,stable,Z07,ZIC,1356.8,576,336
109,stable,Z08,ZIC,1458.4,592,308
109,stable,Z09,ZIC,1104.8,541,261
109,stable,S10,SHVR,-4928.2,5593,-49
109,stable,S11,SHVR,-5502.2,5603,-69
109,stable,S12,SHVR,-7086.0,5562,-30
109,stable,S13,SHVR,-5160.8,5574,24
109,stable,S14,SHVR,-5743.8,5559,-51
109,stable,S15,SNPR,-1084.0,1210,-10
109,stable,S16,SNPR,-1229.2,1242,36
109,stable,S17,SNPR,-1044.4,1243,-103
109,stable,S18,SNPR,-1412.2,1231,-79
109,stable,S19,SNPR,-1255.8,1227,-41
109,stable,Z20,ZIP,13743.2,3655,-971
109,stable,Z21,ZIP,11951.0,3502,-200
109,stable,Z22,ZIP,11710.0,3558,-210
109,stable,Z23,ZIP,12746.8,3526,-254
109,stable,Z24,ZIP,12080.2,3513,-221
109,stable,P25,PRSH,854.8,250,206
109,stable,P26,PRSH,1235.8,512,296
109,stable,P27,PRSH,789.6,240,202
109,stable,P28,PRSH,2733.0,2869,745
109,stable,P29,PRSH,441.0,223,175
110,stable,G00,GVWY,-6445.0,6378,-260
110,stable,G01,GVWY,-6703.65,6337,-393
110,stable,G02,GVWY,-6110.55,6351,-191
110,stable,G03,GVWY,-4248.0,6330,-480
110,stable,G04,GVWY,-6015.4,6316,-268
110,stable,Z05,ZIC,-138.85,539,263
110,stable,Z06,ZIC,349.2,576,284
110,stable,Z07,ZIC,251.15,563,283
110,stable,Z08,ZIC,-449.85,529,303
110,stable,Z09,ZIC,577.55,517,211
110,stable,S10,SHVR,-5946.15,5399,-83
110,stable,S11,SHVR,-4461.6,5494,-212
110,stable,S12,SHVR,-5745.8,5470,4
110,stable,S13,SHVR,-4952.35,5397,-187
110,stable,S14,SHVR,-5043.7,5452,-174
110,stable,S15,SNPR,-846.15,1211,-23
110,stable,S16,SNPR,-1588.2,1216,-24
110,stable,S17,SNPR,-1135.55,1205,-51
110,stable,S18,SNPR,-1225.45,1207,-49
110,stable,S19,SNPR,-325.35,1205,-27
110,stable,Z20,ZIP,11223.8,3452,-44
110,stable,Z21,ZIP,11487.85,3449,-103
110,stable,Z22,ZIP,14027.55,3583,-249
110,stable,Z23,ZIP,10260.7,3524,-126
110,stable,Z24,ZIP,12324.9,3430,-122
110,stable,P25,PRSH,530.3,722,346
110,stable,P26,PRSH,178.65,689,353
110,stable,P27,PRSH,725.15,923,603
110,stable,P28,PRSH,116.85,195,117
110,stable,P29,PRSH,518.9,242,178
111,stable,G00,GVWY,-7145.25,6415,-405
111,stable,G01,GVWY,-7387.0,6444,-440
111,stable,G02,GVWY,-7940.25,6457,-125
111,stable,G03,GVWY,-8720.7,6456,-226
111,stable,G04,GVWY,-7773.95,6459,-11
111,stable,Z05,ZIC,2251.05,589,309
111,stable,Z06,ZIC,1675.1,526,278
111,stable,Z07,ZIC,2053.2,566,296
111,stable,Z08,ZIC,2078.05,569,309
111,stable,Z09,ZIC,1729.65,559,317
111,stable,S10,SHVR,-5648.6,5726,-48
111,stable,S11,SHVR,-7138.1,5702,-118
111,stable,S12,SHVR,-6173.85,5701,-33
111,stable,S13,SHVR,-6280.2,5662,44
111,stable,S14,SHVR,-6575.95,5713,-51
111,stable,S15,SNPR,-1042.9,1268,-42
111,stable,S16,SNPR,-784.5,1248,30
111,stable,S17,SNPR,-1155.55,1261,1
111,stable,S18,SNPR,-1626.45,1277,-181
111,stable,S19,SNPR,-1724.5,1278,-50
111,stable,Z20,ZIP,12535.2,3602,-164
111,stable,Z21,ZIP,11782.1,3530,-22
111,stable,Z22,ZIP,12874.35,3639,-797
111,stable,Z23,ZIP,11350.6,3496,-272
111,stable,Z24,ZIP,13316.65,3533,-263
111,stable,P25,PRSH,2296.05,619,289
111,stable,P26,PRSH,81.2,4954,456
111,stable,P27,PRSH,1818.7,286,246
111,stable,P28,PRSH,554.55,5207,419
111,stable,P29,PRSH,1650.65,301,217
112,stable,G00,GVWY,-5247.8,6402,-372
112,stable,G01,GVWY,-6235.85,6375,-229
112,stable,G02,GVWY,-5992.9,6368,-206
112,stable,G03,GVWY,-5349.05,6369,-257
112,stable,G04,GVWY,-5532.25,6413,-265
112,stable,Z05,ZIC,-752.05,513,243
112,stable,Z06,ZIC,-742.2,542,252
112,stable,Z07,ZIC,-837.55,563,273
112,stable,Z08,ZIC,-305.05,507,203
112,stable,Z09,ZIC,-1069.75,501,285
112,stable,S10,SHVR,-5156.5,5542,30
112,stable,S11,SHVR,-3574.05,5589,-277
112,stable,S12,SHVR,-4006.8,5616,-212
112,stable,S13,SHVR,-5230.5,5570,-30
112,stable,S14,SHVR,-4214.65,5577,-241
112,stable,S15,SNPR,-588.85,1233,-69
112,stable,S16,SNPR,-472.1,1226,-74
112,stable,S17,SNPR,-1885.45,1245,47
112,stable,S18,SNPR,-774.85,1231,-49
112,stable,S19,SNPR,-1424.45,1253,-13
112,stable,Z20,ZIP,10288.35,3471,-121
112,stable,Z21,ZIP,17358.0,3736,-740
112,stable,Z22,ZIP,10489.95,3535,-37
112,stable,Z23,ZIP,13440.15,3675,-249
112,stable,Z24,ZIP,14424.5,3528,-330
112,stable,P25,PRSH,-89.25,239,155
112,stable,P26,PRSH,-621.6,298,256
112,stable,P27,PRSH,-1505.55,2027,813
112,stable,P28,PRSH,-751.6,380,336
112,stable,P29,PRSH,-2395.85,1993,751
113,stable,G00,GVWY,-8674.35,6381,-539
113,stable,G01,GVWY,-10242.3,6376,-222
113,stable,G02,GVWY,-9101.2,6350,-368
113,stable,G03,GVWY,-11135.25,6433,-285
113,stable,G04,GVWY,-8668.15,6455,-191
113,stable,Z05,ZIC,2266.85,565,309
113,stable,Z06,ZIC,2091.8,596,312
113,stable,Z07,ZIC,2483.75,535,295
113,stable,Z08,ZIC,2411.7,536,238
113,stable,Z09,ZIC,2618.5,572,250
113,stable,S10,SHVR,-4478.25,5597,115
113,stable,S11,SHVR,-4859.2,5546,72
113,stable,S12,SHVR,-5488.35,5503,-39
113,stable,S13,SHVR,-6566.25,5609,-45
113,stable,S14,SHVR,-6102.8,5574,-32
113,stable,S15,SNPR,-933.45,1253,-13
113,stable,S16,SNPR,-1781.8,1246,-12
113,stable,S17,SNPR,-653.95,1217,57
113,stable,S18,SNPR,-1245.55,1219,13
113,stable,S19,SNPR,-1137.0,1232,-20
113,stable,Z20,ZIP,9405.55,3639,-933
113,stable,Z21,ZIP,9471.2,3660,-832
113,stable,Z22,ZIP,10294.3,3586,2
113,stable,Z23,ZIP,11483.6,3502,-296
113,stable,Z24,ZIP,10335.35,3589,-121
113,stable,P25,PRSH,1798.8,228,172
113,stable,P26,PRSH,3280.2,720,368
113,stable,P27,PRSH,5233.4,1342,636
113,stable,P28,PRSH,5871.15,1565,711
113,stable,P29,PRSH,2306.4,606,296
114,stable,G00,GVWY,-11009.6,6442,-472
114,stable,G01,GVWY,-7561.1,6376,-82
114,stable,G02,GVWY,-8832.8,6440,-216
114,stable,G03,GVWY,-8640.85,6471,-147
114,stable,G04,GVWY,-9443.65,6407,-323
114,stable,Z05,ZIC,2327.65,571,323
114,stable,Z06,ZIC,2467.85,551,307
114,stable,Z07,ZIC,2248.8,580,336
114,stable,Z08,ZIC,2319.9,550,278
114,stable,Z09,ZIC,2371.25,551,295
114,stable,S10,SHVR,-6051.75,5609,-145
114,stable,S11,SHVR,-6842.4,5584,-88
114,stable,S12,SHVR,-4994.3,5568,74
114,stable,S13,SHVR,-7576.05,5647,-171
