trial,condition,tid,ttype,final_profit,n_trades,final_inventory
0,stable,G00,GVWY,-8651.4,6462,-244
0,stable,G01,GVWY,-7376.5,6423,-415
0,stable,G02,GVWY,-8927.2,6420,-372
0,stable,G03,GVWY,-8149.0,6436,-120
0,stable,G04,GVWY,-8071.2,6454,-162
0,stable,Z05,ZIC,1103.4,596,304
0,stable,Z06,ZIC,828.0,574,250
0,stable,Z07,ZIC,1497.8,556,248
0,stable,Z08,ZIC,1263.8,568,238
0,stable,Z09,ZIC,1390.6,548,306
0,stable,S10,SHVR,-5874.6,5620,-136
0,stable,S11,SHVR,-4869.7,5553,-97
0,stable,S12,SHVR,-4948.8,5554,-28
0,stable,S13,SHVR,-5988.2,5608,188
0,stable,S14,SHVR,-5389.9,5547,141
0,stable,S15,SNPR,-1493.2,1236,-32
0,stable,S16,SNPR,-1736.6,1212,24
0,stable,S17,SNPR,-1696.7,1231,43
0,stable,S18,SNPR,-896.8,1228,-38
0,stable,S19,SNPR,-1382.7,1203,13
0,stable,Z20,ZIP,11748.2,3600,-168
0,stable,Z21,ZIP,14789.1,3745,-799
0,stable,Z22,ZIP,11486.0,3602,-280
0,stable,Z23,ZIP,10365.7,3487,-163
0,stable,Z24,ZIP,13366.2,3678,-528
0,stable,P25,PRSH,2296.1,997,471
0,stable,P26,PRSH,919.4,396,234
0,stable,P27,PRSH,2892.1,1377,591
0,stable,P28,PRSH,1153.3,497,313
0,stable,P29,PRSH,890.8,240,178
1,stable,G00,GVWY,-3763.4,6444,-242
1,stable,G01,GVWY,-6414.6,6457,-173
1,stable,G02,GVWY,-5536.4,6387,-197
1,stable,G03,GVWY,-7907.8,6422,-74
1,stable,G04,GVWY,-7835.4,6405,-117
1,stable,Z05,ZIC,-1722.6,572,322
1,stable,Z06,ZIC,-1855.6,556,292
1,stable,Z07,ZIC,-1471.8,542,286
1,stable,Z08,ZIC,-2460.2,608,374
1,stable,Z09,ZIC,-1793.6,588,332
1,stable,S10,SHVR,-5807.8,5613,1
1,stable,S11,SHVR,-5161.4,5567,-87
1,stable,S12,SHVR,-6468.8,5612,36
1,stable,S13,SHVR,-5544.0,5551,-15
1,stable,S14,SHVR,-7192.8,5577,131
1,stable,S15,SNPR,-1017.4,1247,13
1,stable,S16,SNPR,-702.0,1255,-35
1,stable,S17,SNPR,-805.0,1229,-55
1,stable,S18,SNPR,-973.2,1248,-36
1,stable,S19,SNPR,-558.8,1256,-44
1,stable,Z20,ZIP,14064.8,3590,-266
1,stable,Z21,ZIP,22278.6,3579,-917
1,stable,Z22,ZIP,17817.6,3464,-562
1,stable,Z23,ZIP,16893.4,3538,-488
1,stable,Z24,ZIP,14071.0,3554,-250
1,stable,P25,PRSH,-2348.4,767,433
1,stable,P26,PRSH,-789.6,272,202
1,stable,P27,PRSH,-1209.4,281,223
1,stable,P28,PRSH,-1198.2,371,309
1,stable,P29,PRSH,-3316.4,1123,573
2,stable,G00,GVWY,-10828.5,6452,-310
2,stable,G01,GVWY,-11485.6,6420,-316
2,stable,G02,GVWY,-9634.05,6429,-213
2,stable,G03,GVWY,-10285.3,6372,-298
2,stable,G04,GVWY,-11185.5,6354,-350
2,stable,Z05,ZIC,3209.3,580,258
2,stable,Z06,ZIC,3948.35,577,311
2,stable,Z07,ZIC,3406.9,548,254
2,stable,Z08,ZIC,4530.65,619,349
2,stable,Z09,ZIC,3698.4,580,264
2,stable,S10,SHVR,-4898.55,5527,-23
2,stable,S11,SHVR,-5836.7,5550,-22
2,stable,S12,SHVR,-5906.35,5549,49
2,stable,S13,SHVR,-6798.1,5542,-126
2,stable,S14,SHVR,-6631.35,5559,-91
2,stable,S15,SNPR,-850.5,1256,30
2,stable,S16,SNPR,-1835.55,1253,-43
2,stable,S17,SNPR,-1422.5,1232,-30
2,stable,S18,SNPR,-826.2,1256,8
2,stable,S19,SNPR,-812.55,1247,-3
2,stable,Z20,ZIP,10603.35,3559,-149
2,stable,Z21,ZIP,11255.4,3584,-136
2,stable,Z22,ZIP,6855.6,3566,-704
2,stable,Z23,ZIP,8609.9,3496,-186
2,stable,Z24,ZIP,8734.45,3565,-383
2,stable,P25,PRSH,4871.4,732,344
2,stable,P26,PRSH,4936.55,785,383
2,stable,P27,PRSH,2077.2,210,152
2,stable,P28,PRSH,8937.6,1686,676
2,stable,P29,PRSH,3626.85,587,261
3,stable,G00,GVWY,-9611.0,6447,-205
3,stable,G01,GVWY,-11373.4,6432,-436
3,stable,G02,GVWY,-7801.2,6477,-113
3,stable,G03,GVWY,-10458.6,6393,-339
3,stable,G04,GVWY,-10889.0,6432,-300
3,stable,Z05,ZIC,3213.0,529,285
3,stable,Z06,ZIC,2659.4,493,251
3,stable,Z07,ZIC,2782.8,501,247
3,stable,Z08,ZIC,2870.8,519,237
3,stable,Z09,ZIC,3101.6,539,289
3,stable,S10,SHVR,-4886.2,5578,-38
3,stable,S11,SHVR,-6831.4,5625,-81
3,stable,S12,SHVR,-6941.6,5659,-199
3,stable,S13,SHVR,-5529.0,5608,-60
3,stable,S14,SHVR,-6313.4,5615,79
3,stable,S15,SNPR,-1817.6,1226,-74
3,stable,S16,SNPR,-1589.2,1234,-88
3,stable,S17,SNPR,-1511.4,1251,39
3,stable,S18,SNPR,-1335.2,1243,7
3,stable,S19,SNPR,-1627.6,1237,-109
3,stable,Z20,ZIP,8147.0,3751,-705
3,stable,Z21,ZIP,10877.2,3610,-392
3,stable,Z22,ZIP,11283.0,3561,-95
3,stable,Z23,ZIP,8040.6,3570,-166
3,stable,Z24,ZIP,9974.0,3690,-330
3,stable,P25,PRSH,2320.0,246,190
3,stable,P26,PRSH,3114.0,486,270
3,stable,P27,PRSH,7566.8,1378,602
3,stable,P28,PRSH,4595.6,716,354
3,stable,P29,PRSH,7427.4,3016,736
4,stable,G00,GVWY,-6515.6,6404,-222
4,stable,G01,GVWY,-6357.3,6391,-191
4,stable,G02,GVWY,-2434.6,6392,-372
4,stable,G03,GVWY,-2125.1,6375,-487
4,stable,G04,GVWY,-2677.4,6466,-488
4,stable,Z05,ZIC,-1281.7,521,221
4,stable,Z06,ZIC,-2069.8,572,294
4,stable,Z07,ZIC,-1677.2,568,256
4,stable,Z08,ZIC,-1373.9,565,247
4,stable,Z09,ZIC,-1250.7,565,261
4,stable,S10,SHVR,-3629.2,5590,-24
4,stable,S11,SHVR,-5253.3,5565,19
4,stable,S12,SHVR,-4901.6,5646,-92
4,stable,S13,SHVR,-4646.4,5600,-28
4,stable,S14,SHVR,-3094.9,5589,-153
4,stable,S15,SNPR,-1583.2,1256,46
4,stable,S16,SNPR,-619.7,1217,-39
4,stable,S17,SNPR,-1043.7,1251,-19
4,stable,S18,SNPR,-207.7,1259,-69
4,stable,S19,SNPR,-1132.5,1261,35
4,stable,Z20,ZIP,11563.3,3427,-139
4,stable,Z21,ZIP,12188.1,3695,-273
4,stable,Z22,ZIP,13774.3,3565,-219
4,stable,Z23,ZIP,12585.7,3563,-241
4,stable,Z24,ZIP,17140.6,3646,-328
4,stable,P25,PRSH,-1510.9,309,277
4,stable,P26,PRSH,-2130.3,1069,459
4,stable,P27,PRSH,-4640.6,4810,518
4,stable,P28,PRSH,-626.0,232,160
4,stable,P29,PRSH,-2950.3,1155,529
5,stable,G00,GVWY,-8101.8,6372,-502
5,stable,G01,GVWY,-9093.5,6405,-365
5,stable,G02,GVWY,-7909.5,6353,-305
5,stable,G03,GVWY,-7959.7,6363,-433
5,stable,G04,GVWY,-7982.1,6355,-199
5,stable,Z05,ZIC,1916.8,544,312
5,stable,Z06,ZIC,1831.3,539,237
5,stable,Z07,ZIC,1219.1,557,259
5,stable,Z08,ZIC,1682.9,519,251
5,stable,Z09,ZIC,1721.7,533,273
5,stable,S10,SHVR,-5389.3,5481,-27
5,stable,S11,SHVR,-4310.9,5497,-141
5,stable,S12,SHVR,-5354.6,5536,-84
5,stable,S13,SHVR,-4518.3,5495,-147
5,stable,S14,SHVR,-4530.4,5484,-236
5,stable,S15,SNPR,-1732.1,1245,-79
5,stable,S16,SNPR,-1024.6,1248,-24
5,stable,S17,SNPR,-838.3,1243,13
5,stable,S18,SNPR,-934.6,1222,-34
5,stable,S19,SNPR,-1044.2,1254,-38
5,stable,Z20,ZIP,9136.0,3486,-110
5,stable,Z21,ZIP,9336.5,3489,-25
5,stable,Z22,ZIP,11724.2,3552,-212
5,stable,Z23,ZIP,10697.4,3558,-144
5,stable,Z24,ZIP,10209.7,3553,-97
5,stable,P25,PRSH,3082.3,981,487
5,stable,P26,PRSH,1381.3,221,167
5,stable,P27,PRSH,1483.3,333,217
5,stable,P28,PRSH,2097.8,300,252
5,stable,P29,PRSH,4120.7,1569,653
6,stable,G00,GVWY,-6378.3,6423,-161
6,stable,G01,GVWY,-8438.9,6441,-143
6,stable,G02,GVWY,-9191.1,6419,-217
6,stable,G03,GVWY,-8100.6,6370,-62
6,stable,G04,GVWY,-8364.5,6465,-265
6,stable,Z05,ZIC,1055.9,589,283
6,stable,Z06,ZIC,840.8,580,326
6,stable,Z07,ZIC,360.5,513,265
6,stable,Z08,ZIC,587.4,546,288
6,stable,Z09,ZIC,147.2,564,284
6,stable,S10,SHVR,-5618.9,5575,-153
6,stable,S11,SHVR,-5953.7,5597,-229
6,stable,S12,SHVR,-5840.5,5563,85
6,stable,S13,SHVR,-6980.9,5603,137
6,stable,S14,SHVR,-5250.9,5577,17
6,stable,S15,SNPR,-532.0,1238,-60
6,stable,S16,SNPR,-378.4,1224,12
6,stable,S17,SNPR,-1246.0,1222,-10
6,stable,S18,SNPR,-964.5,1235,-55
6,stable,S19,SNPR,-1283.8,1228,-36
6,stable,Z20,ZIP,13864.6,3556,-488
6,stable,Z21,ZIP,14178.7,3553,-251
6,stable,Z22,ZIP,11716.3,3595,-109
6,stable,Z23,ZIP,13572.0,3530,-230
6,stable,Z24,ZIP,15231.3,3605,-779
6,stable,P25,PRSH,880.9,943,493
6,stable,P26,PRSH,1135.4,652,278
6,stable,P27,PRSH,219.3,569,281
6,stable,P28,PRSH,767.0,268,220
6,stable,P29,PRSH,725.2,252,184
7,stable,G00,GVWY,-10929.0,6400,-240
7,stable,G01,GVWY,-9082.2,6400,-134
7,stable,G02,GVWY,-10488.4,6424,-298
7,stable,G03,GVWY,-11689.3,6413,-391
7,stable,G04,GVWY,-9272.1,6415,-187
7,stable,Z05,ZIC,2981.4,540,308
7,stable,Z06,ZIC,2712.0,512,240
7,stable,Z07,ZIC,3414.0,582,290
7,stable,Z08,ZIC,3130.4,574,298
7,stable,Z09,ZIC,3375.1,495,257
7,stable,S10,SHVR,-6541.1,5689,-147
7,stable,S11,SHVR,-6988.3,5597,-71
7,stable,S12,SHVR,-6362.8,5640,-56
7,stable,S13,SHVR,-6700.2,5676,-124
7,stable,S14,SHVR,-6358.1,5589,-107
7,stable,S15,SNPR,-1710.9,1283,-103
7,stable,S16,SNPR,-845.6,1236,-12
7,stable,S17,SNPR,-596.0,1228,20
7,stable,S18,SNPR,-1793.0,1222,-90
7,stable,S19,SNPR,-1146.9,1245,-53
7,stable,Z20,ZIP,11004.3,3665,-129
7,stable,Z21,ZIP,11474.7,3577,-251
7,stable,Z22,ZIP,11476.4,3524,-92
7,stable,Z23,ZIP,10898.2,3600,-526
7,stable,Z24,ZIP,11527.4,3536,-132
7,stable,P25,PRSH,3022.6,546,252
7,stable,P26,PRSH,2760.4,274,228
7,stable,P27,PRSH,2293.7,233,159
7,stable,P28,PRSH,5777.2,4846,584
7,stable,P29,PRSH,4857.8,838,436
8,stable,G00,GVWY,-5387.1,6462,-294
8,stable,G01,GVWY,-6664.45,6467,-133
8,stable,G02,GVWY,-5190.3,6444,-302
8,stable,G03,GVWY,-8299.55,6449,-127
8,stable,G04,GVWY,-3539.15,6471,-351
8,stable,Z05,ZIC,-901.95,491,237
8,stable,Z06,ZIC,-1260.35,505,261
8,stable,Z07,ZIC,-898.4,582,264
8,stable,Z08,ZIC,-1718.1,598,306
8,stable,Z09,ZIC,-975.65,569,279
8,stable,S10,SHVR,-4353.75,5667,-75
8,stable,S11,SHVR,-5529.55,5627,33
8,stable,S12,SHVR,-2772.95,5633,-263
8,stable,S13,SHVR,-6562.2,5622,12
8,stable,S14,SHVR,-6826.2,5652,92
8,stable,S15,SNPR,-119.6,1240,-84
8,stable,S16,SNPR,-1021.25,1255,-25
8,stable,S17,SNPR,-978.7,1256,-38
8,stable,S18,SNPR,-78.55,1259,-87
8,stable,S19,SNPR,4.95,1277,-57
8,stable,Z20,ZIP,15928.7,3624,-482
8,stable,Z21,ZIP,14075.85,3471,-311
8,stable,Z22,ZIP,12094.3,3592,-198
8,stable,Z23,ZIP,17718.9,3494,-514
8,stable,Z24,ZIP,15801.65,3531,-539
8,stable,P25,PRSH,-1154.9,1066,394
8,stable,P26,PRSH,-4629.6,2778,936
8,stable,P27,PRSH,-834.25,253,175
8,stable,P28,PRSH,-656.2,232,172
8,stable,P29,PRSH,-4015.3,3896,658
9,stable,G00,GVWY,-7609.45,6375,-271
9,stable,G01,GVWY,-5676.2,6342,-376
9,stable,G02,GVWY,-6620.75,6351,-285
9,stable,G03,GVWY,-6869.1,6342,-98
9,stable,G04,GVWY,-6350.9,6322,-342
9,stable,Z05,ZIC,224.85,545,263
9,stable,Z06,ZIC,-20.8,540,256
9,stable,Z07,ZIC,272.75,553,265
9,stable,Z08,ZIC,361.8,590,264
9,stable,Z09,ZIC,417.3,520,234
9,stable,S10,SHVR,-4898.4,5516,-72
9,stable,S11,SHVR,-3771.9,5520,-182
9,stable,S12,SHVR,-4098.4,5502,-272
9,stable,S13,SHVR,-5366.45,5543,29
9,stable,S14,SHVR,-5569.1,5472,-38
9,stable,S15,SNPR,-961.95,1221,-1
9,stable,S16,SNPR,-633.35,1255,-73
9,stable,S17,SNPR,-819.25,1255,5
9,stable,S18,SNPR,-1109.95,1227,59
9,stable,S19,SNPR,-292.45,1237,9
9,stable,Z20,ZIP,10325.35,3381,13
9,stable,Z21,ZIP,13811.5,3520,-290
9,stable,Z22,ZIP,11760.05,3463,-161
9,stable,Z23,ZIP,10738.6,3440,-192
9,stable,Z24,ZIP,12384.05,3475,-301
9,stable,P25,PRSH,895.1,692,338
9,stable,P26,PRSH,223.95,721,361
9,stable,P27,PRSH,231.95,311,261
9,stable,P28,PRSH,32.05,629,339
9,stable,P29,PRSH,265.2,210,176
10,stable,G00,GVWY,-7999.6,6419,-433
10,stable,G01,GVWY,-8727.2,6393,-361
10,stable,G02,GVWY,-8513.8,6382,-224
10,stable,G03,GVWY,-7351.8,6388,-184
10,stable,G04,GVWY,-7758.0,6414,-320
10,stable,Z05,ZIC,1689.4,557,257
10,stable,Z06,ZIC,1047.8,476,214
10,stable,Z07,ZIC,1318.8,520,284
10,stable,Z08,ZIC,1710.6,559,293
10,stable,Z09,ZIC,1452.6,524,298
10,stable,S10,SHVR,-4655.0,5535,-195
10,stable,S11,SHVR,-4724.2,5607,-1
10,stable,S12,SHVR,-4825.8,5612,-114
10,stable,S13,SHVR,-4824.2,5607,-191
10,stable,S14,SHVR,-5888.0,5513,-125
10,stable,S15,SNPR,-1249.8,1236,-44
10,stable,S16,SNPR,19.6,1259,53
10,stable,S17,SNPR,-1432.6,1248,-138
10,stable,S18,SNPR,-1268.2,1252,44
10,stable,S19,SNPR,-945.8,1258,36
10,stable,Z20,ZIP,9007.6,3471,-227
10,stable,Z21,ZIP,11212.4,3705,-353
10,stable,Z22,ZIP,9746.8,3626,-196
10,stable,Z23,ZIP,10619.4,3635,-733
10,stable,Z24,ZIP,9293.4,3548,-128
10,stable,P25,PRSH,1489.6,302,258
10,stable,P26,PRSH,3896.8,1155,749
10,stable,P27,PRSH,1413.6,295,193
10,stable,P28,PRSH,3175.8,1581,569
10,stable,P29,PRSH,3654.4,1115,627
11,stable,G00,GVWY,-9224.4,6380,-284
11,stable,G01,GVWY,-8903.75,6465,-395
11,stable,G02,GVWY,-7807.55,6371,-103
11,stable,G03,GVWY,-10494.25,6437,-305
11,stable,G04,GVWY,-9262.2,6436,-312
11,stable,Z05,ZIC,2708.05,493,253
11,stable,Z06,ZIC,3244.45,585,317
11,stable,Z07,ZIC,3412.4,550,304
11,stable,Z08,ZIC,3024.95,531,307
11,stable,Z09,ZIC,3148.15,547,279
11,stable,S10,SHVR,-5903.35,5593,-51
11,stable,S11,SHVR,-6653.85,5569,-161
11,stable,S12,SHVR,-5692.25,5547,-45
11,stable,S13,SHVR,-6773.6,5646,-136
11,stable,S14,SHVR,-4395.65,5571,11
11,stable,S15,SNPR,-1553.0,1238,40
11,stable,S16,SNPR,-698.85,1245,79
11,stable,S17,SNPR,-1401.65,1263,-9
11,stable,S18,SNPR,-1787.25,1239,-65
11,stable,S19,SNPR,-1856.5,1236,-90
11,stable,Z20,ZIP,9615.3,3546,-362
11,stable,Z21,ZIP,5301.65,3693,-931
11,stable,Z22,ZIP,8314.0,3482,-140
11,stable,Z23,ZIP,10037.7,3422,-138
11,stable,Z24,ZIP,10570.05,3611,-247
11,stable,P25,PRSH,8307.95,3223,767
11,stable,P26,PRSH,3275.15,297,259
11,stable,P27,PRSH,5411.15,1153,519
11,stable,P28,PRSH,2676.15,303,259
11,stable,P29,PRSH,3630.0,346,300
12,stable,G00,GVWY,-6691.4,6398,-494
12,stable,G01,GVWY,-6710.8,6363,-343
12,stable,G02,GVWY,-8622.6,6414,-346
12,stable,G03,GVWY,-6836.4,6429,-379
12,stable,G04,GVWY,-7812.2,6421,-127
12,stable,Z05,ZIC,492.6,523,261
12,stable,Z06,ZIC,594.0,543,255
12,stable,Z07,ZIC,771.8,546,268
12,stable,Z08,ZIC,641.8,495,283
12,stable,Z09,ZIC,622.0,502,270
12,stable,S10,SHVR,-4925.2,5708,-222
12,stable,S11,SHVR,-4087.8,5632,-308
12,stable,S12,SHVR,-4971.4,5704,-114
12,stable,S13,SHVR,-4418.2,5618,8
12,stable,S14,SHVR,-4414.0,5594,-110
12,stable,S15,SNPR,-893.2,1272,-12
12,stable,S16,SNPR,-759.0,1241,-55
12,stable,S17,SNPR,-1097.6,1254,-66
12,stable,S18,SNPR,-992.4,1249,-9
12,stable,S19,SNPR,-1048.2,1270,-72
12,stable,Z20,ZIP,9232.4,3561,-131
12,stable,Z21,ZIP,10937.0,3655,-55
12,stable,Z22,ZIP,13345.6,3695,-549
12,stable,Z23,ZIP,10889.2,3523,-283
12,stable,Z24,ZIP,11762.2,3640,-278
12,stable,P25,PRSH,591.8,245,173
12,stable,P26,PRSH,1286.6,3510,726
12,stable,P27,PRSH,612.4,803,449
12,stable,P28,PRSH,2214.6,2532,626
12,stable,P29,PRSH,1380.4,1121,529
13,stable,G00,GVWY,-9458.8,6384,-468
13,stable,G01,GVWY,-10371.95,6357,-597
13,stable,G02,GVWY,-10043.55,6379,-533
13,stable,G03,GVWY,-9505.8,6404,-348
13,stable,G04,GVWY,-10674.9,6366,-514
13,stable,Z05,ZIC,2686.45,553,267
13,stable,Z06,ZIC,1996.3,488,218
13,stable,Z07,ZIC,2440.25,567,255
13,stable,Z08,ZIC,2007.95,535,177
13,stable,Z09,ZIC,2514.05,503,183
13,stable,S10,SHVR,-5094.3,5588,-298
13,stable,S11,SHVR,-6341.55,5575,-173
13,stable,S12,SHVR,-5536.85,5559,-231
13,stable,S13,SHVR,-6265.75,5577,-185
13,stable,S14,SHVR,-6376.9,5580,-94
13,stable,S15,SNPR,-1099.0,1250,-40
13,stable,S16,SNPR,-660.4,1234,36
13,stable,S17,SNPR,-831.15,1253,11
13,stable,S18,SNPR,-1308.55,1251,-153
13,stable,S19,SNPR,-1798.95,1257,-97
13,stable,Z20,ZIP,8834.05,3547,-197
13,stable,Z21,ZIP,8499.75,3603,-155
13,stable,Z22,ZIP,8481.45,3601,-173
13,stable,Z23,ZIP,8429.35,3607,-259
13,stable,Z24,ZIP,10012.45,3607,-93
13,stable,P25,PRSH,4767.65,1289,519
13,stable,P26,PRSH,6218.6,3830,736
13,stable,P27,PRSH,5105.3,1646,598
13,stable,P28,PRSH,7421.0,1886,900
13,stable,P29,PRSH,5953.45,1785,587
14,stable,G00,GVWY,-9554.35,6393,-263
14,stable,G01,GVWY,-9660.35,6387,-323
14,stable,G02,GVWY,-10556.75,6411,-275
14,stable,G03,GVWY,-8127.95,6381,-211
14,stable,G04,GVWY,-8618.75,6463,-255
14,stable,Z05,ZIC,2209.9,588,282
14,stable,Z06,ZIC,2888.1,590,258
14,stable,Z07,ZIC,2643.15,549,247
14,stable,Z08,ZIC,2386.0,568,280
14,stable,Z09,ZIC,2312.5,564,290
14,stable,S10,SHVR,-6568.25,5587,-165
14,stable,S11,SHVR,-7872.15,5639,-87
14,stable,S12,SHVR,-5419.7,5642,14
14,stable,S13,SHVR,-5038.0,5622,-60
14,stable,S14,SHVR,-7511.1,5584,-18
14,stable,S15,SNPR,-775.5,1242,-10
14,stable,S16,SNPR,-1297.3,1232,6
14,stable,S17,SNPR,-1384.5,1228,30
14,stable,S18,SNPR,-1442.55,1237,21
14,stable,S19,SNPR,-1338.35,1253,-23
14,stable,Z20,ZIP,10195.55,3631,-301
14,stable,Z21,ZIP,12006.75,3473,-265
14,stable,Z22,ZIP,11027.75,3621,-645
14,stable,Z23,ZIP,12141.0,3536,-240
14,stable,Z24,ZIP,11074.75,3553,-285
14,stable,P25,PRSH,2237.85,301,213
14,stable,P26,PRSH,3910.05,829,429
14,stable,P27,PRSH,4715.45,4111,681
14,stable,P28,PRSH,3035.25,659,325
14,stable,P29,PRSH,2814.35,479,343
15,stable,G00,GVWY,-10642.0,6402,-42
15,stable,G01,GVWY,-8579.0,6431,11
15,stable,G02,GVWY,-16186.0,6407,-407
15,stable,G03,GVWY,-10633.0,6344,-224
15,stable,G04,GVWY,-10867.0,6395,-169
15,stable,Z05,ZIC,7603.0,545,303
15,stable,Z06,ZIC,8712.0,624,350
15,stable,Z07,ZIC,7141.0,534,294
15,stable,Z08,ZIC,8096.0,596,330
15,stable,Z09,ZIC,7636.0,519,329
15,stable,S10,SHVR,-9384.0,5482,-152
15,stable,S11,SHVR,-11746.0,5540,-302
15,stable,S12,SHVR,-7934.0,5521,-115
15,stable,S13,SHVR,-4421.0,5464,0
15,stable,S14,SHVR,-8984.0,5473,-171
15,stable,S15,SNPR,-1442.0,1244,-12
15,stable,S16,SNPR,-3083.0,1230,-58
15,stable,S17,SNPR,-2066.0,1225,-47
15,stable,S18,SNPR,-633.0,1251,31
15,stable,S19,SNPR,212.0,1240,70
15,stable,Z20,ZIP,6155.0,3377,-219
15,stable,Z21,ZIP,7984.0,3609,-263
15,stable,Z22,ZIP,7173.0,3510,-220
15,stable,Z23,ZIP,7300.0,3411,-265
15,stable,Z24,ZIP,2312.0,3546,-516
15,stable,P25,PRSH,5019.0,250,196
15,stable,P26,PRSH,4655.0,233,175
15,stable,P27,PRSH,5560.0,306,208
15,stable,P28,PRSH,5106.0,258,204
15,stable,P29,PRSH,16030.0,1598,654
16,stable,G00,GVWY,-6210.95,6427,-229
16,stable,G01,GVWY,-7551.8,6410,-336
16,stable,G02,GVWY,-7140.3,6416,-266
16,stable,G03,GVWY,-8353.35,6443,-17
16,stable,G04,GVWY,-8096.4,6398,-248
16,stable,Z05,ZIC,770.6,554,292
16,stable,Z06,ZIC,571.3,516,286
16,stable,Z07,ZIC,386.0,560,320
16,stable,Z08,ZIC,595.5,578,330
16,stable,Z09,ZIC,892.2,562,304
16,stable,S10,SHVR,-6183.3,5600,114
16,stable,S11,SHVR,-6059.35,5595,203
16,stable,S12,SHVR,-4326.55,5553,-161
16,stable,S13,SHVR,-5142.55,5521,-61
16,stable,S14,SHVR,-5854.95,5575,31
16,stable,S15,SNPR,-1192.65,1267,-123
16,stable,S16,SNPR,-850.45,1235,1
16,stable,S17,SNPR,-1216.15,1273,47
16,stable,S18,SNPR,-1037.0,1242,0
16,stable,S19,SNPR,-664.45,1221,-79
16,stable,Z20,ZIP,11720.7,3652,-386
16,stable,Z21,ZIP,12872.8,3658,-844
16,stable,Z22,ZIP,13513.75,3591,-555
16,stable,Z23,ZIP,11618.4,3570,-372
16,stable,Z24,ZIP,11769.95,3619,-471
16,stable,P25,PRSH,638.9,312,258
16,stable,P26,PRSH,1560.3,994,526
16,stable,P27,PRSH,713.4,508,328
16,stable,P28,PRSH,2029.1,1354,862
16,stable,P29,PRSH,583.3,282,226
17,stable,G00,GVWY,-8077.75,6391,-135
17,stable,G01,GVWY,-7730.75,6469,-295
17,stable,G02,GVWY,-9702.9,6420,-178
17,stable,G03,GVWY,-7517.25,6377,-125
17,stable,G04,GVWY,-7034.3,6424,-246
17,stable,Z05,ZIC,-552.9,610,302
17,stable,Z06,ZIC,-273.25,599,315
17,stable,Z07,ZIC,-167.95,645,321
17,stable,Z08,ZIC,217.5,602,310
17,stable,Z09,ZIC,-576.65,567,347
17,stable,S10,SHVR,-6090.8,5644,-16
17,stable,S11,SHVR,-4685.35,5635,-227
17,stable,S12,SHVR,-5871.9,5584,-218
17,stable,S13,SHVR,-5286.7,5688,-74
17,stable,S14,SHVR,-4540.9,5588,-18
17,stable,S15,SNPR,-815.6,1246,48
17,stable,S16,SNPR,-1091.55,1229,9
17,stable,S17,SNPR,-1027.6,1244,-12
17,stable,S18,SNPR,-1056.15,1233,57
17,stable,S19,SNPR,-1593.75,1231,-35
17,stable,Z20,ZIP,12206.35,3559,-93
17,stable,Z21,ZIP,18770.65,3595,-827
17,stable,Z22,ZIP,15810.05,3755,-479
17,stable,Z23,ZIP,15637.7,3612,-546
17,stable,Z24,ZIP,15429.05,3625,-299
17,stable,P25,PRSH,77.25,323,265
17,stable,P26,PRSH,146.5,254,190
17,stable,P27,PRSH,67.15,1391,643
17,stable,P28,PRSH,-3362.15,4621,757
17,stable,P29,PRSH,-55.85,245,223
18,stable,G00,GVWY,-4342.95,6385,-381
18,stable,G01,GVWY,-7152.15,6403,-237
18,stable,G02,GVWY,-6269.75,6385,-285
18,stable,G03,GVWY,-6407.5,6392,-210
18,stable,G04,GVWY,-6817.15,6403,-197
18,stable,Z05,ZIC,-236.25,545,265
18,stable,Z06,ZIC,-1322.65,541,333
18,stable,Z07,ZIC,-1051.6,556,312
18,stable,Z08,ZIC,-839.7,522,234
18,stable,Z09,ZIC,-1096.1,578,342
18,stable,S10,SHVR,-4913.55,5593,-29
18,stable,S11,SHVR,-4391.1,5578,-118
18,stable,S12,SHVR,-4420.95,5591,-61
18,stable,S13,SHVR,-6582.75,5587,135
18,stable,S14,SHVR,-4657.35,5545,-53
18,stable,S15,SNPR,-559.4,1256,-32
18,stable,S16,SNPR,-879.05,1213,1
18,stable,S17,SNPR,-897.55,1257,-49
18,stable,S18,SNPR,-983.35,1245,7
18,stable,S19,SNPR,-2109.0,1254,60
18,stable,Z20,ZIP,14480.45,3589,-349
18,stable,Z21,ZIP,13666.5,3518,-210
18,stable,Z22,ZIP,17563.1,3628,-542
18,stable,Z23,ZIP,11008.85,3557,-137
18,stable,Z24,ZIP,15314.9,3474,-398
18,stable,P25,PRSH,-140.0,592,280
18,stable,P26,PRSH,-483.85,365,257
18,stable,P27,PRSH,-2908.95,4895,459
18,stable,P28,PRSH,-962.9,674,378
18,stable,P29,PRSH,-659.3,232,186
19,stable,G00,GVWY,-5414.55,6387,-317
19,stable,G01,GVWY,-6613.65,6385,-271
19,stable,G02,GVWY,-7004.7,6376,-258
19,stable,G03,GVWY,-5801.9,6416,-346
19,stable,G04,GVWY,-5845.8,6400,-412
19,stable,Z05,ZIC,-203.95,543,227
19,stable,Z06,ZIC,-299.45,551,257
19,stable,Z07,ZIC,-237.45,519,237
19,stable,Z08,ZIC,-16.0,486,240
19,stable,Z09,ZIC,-502.7,502,222
19,stable,S10,SHVR,-4805.45,5567,-223
